Link,Title,Ingredients
//www.foodnetwork.com/recipes/beef-and-bean-chili-with-toppings-bar-3370541,Beef and Bean Chili with Toppings Bar,"['vegetable oil', 'oil', 'beef', 'salt', 'onion', 'tomato', 'tomato', 'beans', 'beans', 'bacon', 'bread', 'corn', 'corn', 'onion', 'onion', 'tomato', 'sour cream']"
//www.foodnetwork.com/recipes/robert-irvine/beef-and-bean-sprout-stir-fry-recipe-1946834,Beef and Bean Sprout Stir-Fry,"['egg', 'sauce', 'soy sauce', 'corn', 'ginger', 'garlic', 'salt', 'pepper', 'beef', 'water', 'sauce', 'oyster', 'chicken', 'vegetable oil', 'oil', 'mushroom', 'onion', 'water', 'rice']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-and-bean-taco-casserole-3361863,Beef and Bean Taco Casserole,"['vegetable oil', 'oil', 'beef', 'oregano', 'pepper', 'salt', 'onion', 'garlic', 'beans', 'tomato', 'corn', 'sour cream', 'lettuce', 'tomato', 'avocado', 'pickle']"
//www.foodnetwork.com/recipes/melissa-darabian/beef-and-bechamel-lasagna-recipe-1923633,Beef and Bechamel Lasagna,"['bacon', 'onion', 'pepper', 'salt', 'carrot', 'garlic', 'beef', 'red wine', 'sauce', 'milk', 'butter', 'flour', 'garlic', 'pepper', 'salt', 'cheese', 'milk', 'egg', 'pepper', 'salt', 'spray', 'noodles', 'oil']"
//www.foodnetwork.com/recipes/beef-and-beer-stew-with-root-vegetables-recipe-1926323,Beef and Beer Stew with Root Vegetables,"['beef', 'thyme', 'vegetable oil', 'oil', 'butter', 'eel', 'onion', 'flour', 'beer', 'beef', 'tomato', 'salt', 'pepper', 'eel', 'carrot', 'eel', 'celery', 'eel', 'eel']"
//www.foodnetwork.com/recipes/beef-and-beer-stew-with-root-vegetables-recipe2-1927486,Beef and Beer Stew with Root Vegetables,"['beef', 'thyme', 'vegetable oil', 'oil', 'butter', 'eel', 'onion', 'flour', 'beer', 'beef', 'tomato', 'salt', 'pepper', 'eel', 'carrot', 'eel', 'celery', 'eel', 'eel']"
//www.foodnetwork.com/recipes/rachael-ray/beef-and-beet-ragu-with-pappardelle-2347275,Beef and Beet Ragu with Pappardelle,"['beef', 'pepper', 'salt', 'pepper', 'salt', 'garlic', 'carrot', 'onion', 'tomato', 'beef', 'olive oil', 'spray', 'oil', 'olive', 'pasta', 'egg']"
//www.foodnetwork.com/recipes/robert-irvine/beef-and-bell-peppers-en-brochette-recipe-1949817,Beef and Bell Peppers En Brochette,"['oil', 'spice', 'sauce', 'red wine', 'sauce', 'olive oil', 'oil', 'olive', 'pepper', 'seed', 'pepper', 'seed', 'eel', 'onion', 'water']"
//www.foodnetwork.com/recipes/rachael-ray/beef-and-black-bean-chili-with-green-onion-corn-cakes-recipe-1913027,Beef and Black Bean Chili with Green Onion Corn Cakes,"['beef', 'olive oil', 'oil', 'olive', 'pepper', 'salt', 'sauce', 'onion', 'garlic', 'pepper', 'pepper', 'seed', 'beef', 'tomato', 'sauce', 'tomato', 'beans', 'corn', 'milk', 'egg', 'oil', 'corn', 'butter']"
//www.foodnetwork.com/recipes/bobby-flay/beef-and-black-bean-chili-with-toasted-cumin-crema-and-avocado-relish-recipe-1917115,Beef and Black Bean Chili with Toasted Cumin Crema and Avocado Relish,"['olive oil', 'oil', 'olive', 'beef', 'pepper', 'salt', 'onion', 'garlic', 'beer', 'water', 'chicken', 'tomato', 'pepper', 'honey', 'beans', 'lime', 'avocado', 'seed', 'pepper', 'salt', 'eel', 'avocado', 'onion', 'lime', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/beef-and-black-bean-ho-fun-2119045,Beef and Black Bean Ho Fun,"['oil', 'peanut', 'garlic', 'eel', 'ginger', 'seed', 'beans', 'salt', 'beef', 'rice', 'pepper', 'seed', 'sauce', 'soy sauce', 'sauce', 'soy sauce', 'corn', 'noodles', 'rice']"
//www.foodnetwork.com/recipes/melissa-darabian/beef-and-black-bean-sliders-recipe-1921551,Beef and Black Bean Sliders,"['beans', 'olive oil', 'oil', 'olive', 'garlic', 'pepper', 'salt', 'beef', 'mustard', 'ham', 'cabbage', 'vegetable oil', 'oil', 'sugar', 'pepper', 'salt', 'orange', 'mustard', 'orange', 'olive oil', 'oil', 'olive', 'onion']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-and-black-bean-tacodiles-5483442,Beef and Black Bean Tacodiles,"['vegetable oil', 'oil', 'beef', 'beans', 'salt', 'olive', 'sour cream', 'lettuce', 'tomato', 'eel', 'avocado', 'pepper']"
//www.foodnetwork.com/recipes/beef-and-broccoli-3872568,Beef and Broccoli,"['broccoli', 'sauce', 'soy sauce', 'oil', 'corn', 'baking soda', 'beef', 'chicken', 'rice', 'sauce', 'oyster', 'vegetable oil', 'oil', 'garlic']"
//www.foodnetwork.com/recipes/rachael-ray/beef-and-broccoli-recipe-2201025,Beef and Broccoli,"['pepper', 'salt', 'garlic', 'salt', 'broccoli', 'oil', 'peanut', 'onion', 'pepper', 'seed', 'garlic', 'eel', 'ginger', 'corn', 'beef', 'sauce', 'sauce', 'soy sauce', 'rice', 'lime', 'beef', 'pepper', 'salt', 'garlic', 'onion', 'tomato', 'red wine']"
//www.foodnetwork.com/recipes/beef-and-broccoli-5506309,Beef and Broccoli,"['salt', 'seed', 'grapes', 'oil', 'butter', 'garlic', 'thyme', 'broccoli', 'mustard', 'seed', 'grapes', 'oil', 'broccoli', 'garlic', 'red wine', 'vinegar', 'salt', 'mustard', 'sauce', 'soy sauce']"
//www.foodnetwork.com/recipes/beef-and-broccoli-11456451,Beef and Broccoli,"['vegetable oil', 'oil', 'garlic', 'ginger', 'onion', 'broccoli', 'sauce', 'oyster', 'sauce', 'soy sauce', 'water', 'mushroom', 'shallot']"
//www.foodnetwork.com/recipes/rachael-ray/beef-and-broccoli-salad-recipe-1942586,Beef and Broccoli Salad,"['beef', 'pepper', 'salt', 'vegetable oil', 'spray', 'oil', 'broccoli', 'pepper', 'seed', 'carrot', 'pepper', 'sauce', 'ginger', 'lime', 'rice', 'vinegar', 'pepper', 'vegetable oil', 'oil']"
//www.foodnetwork.com/recipes/yaku-moton-spruill/beef-and-broccoli-stem-soup-3347196,Beef and Broccoli Stem Soup,"['eel', 'broccoli', 'beef', 'pepper', 'sauce', 'sauce', 'soy sauce', 'sugar', 'pepper', 'salt', 'oil']"
//www.foodnetwork.com/recipes/beef-and-broccoli-stir-fry-3362106,Beef and Broccoli Stir-Fry,"['vegetable oil', 'oil', 'broccoli', 'sauce', 'rice']"
//www.foodnetwork.com/recipes/beef-and-broccoli-stir-fry-with-peanut-noodles-recipe-1937562,Beef and Broccoli Stir-Fry with Peanut Noodles,"['butter', 'peanut', 'peanut butter', 'water', 'oil', 'sauce', 'soy sauce', 'garlic', 'beef', 'broccoli', 'sauce']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-and-bulgur-patties-3365006,Beef and Bulgur Patties,"['salt', 'water', 'oil', 'olive oil', 'oil', 'olive', 'onion', 'pepper', 'cucumber', 'spice', 'milk', 'yogurt', 'lemon', 'beef', 'seed']"
//www.foodnetwork.com/recipes/ellie-krieger/beef-and-bulgur-stuffed-zucchini-recipe0-2011734,Beef and Bulgur-Stuffed Zucchini,"['zucchini', 'olive oil', 'oil', 'olive', 'onion', 'garlic', 'beef', 'pepper', 'salt', 'tomato', 'sauce', 'tomato', 'salt']"
//www.foodnetwork.com/recipes/ellie-krieger/beef-and-bulgur-stuffed-zucchini-recipe-1947198,Beef and Bulgur-Stuffed Zucchini,"['zucchini', 'olive oil', 'oil', 'olive', 'onion', 'garlic', 'beef', 'pepper', 'salt', 'tomato', 'sauce', 'tomato', 'salt']"
//www.foodnetwork.com/recipes/giada-de-laurentiis/beef-and-butternut-squash-stew-recipe-1950764,Beef and Butternut Squash Stew,"['olive oil', 'oil', 'olive', 'eel', 'onion', 'garlic', 'thyme', 'beef', 'salt', 'pepper', 'flour', 'butter', 'tomato', 'beef', 'bread']"
//www.foodnetwork.com/recipes/giada-de-laurentiis/beef-and-cannellini-bean-minestrone-recipe-1920305,Beef and Cannellini Bean Minestrone,"['olive oil', 'oil', 'olive', 'onion', 'eel', 'carrot', 'celery', 'pepper', 'salt', 'beef', 'garlic', 'tomato', 'beef', 'tomato', 'beans']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-and-cheddar-casserole-recipe-2042594,Beef and Cheddar Casserole,"['olive oil', 'oil', 'olive', 'salt', 'egg', 'noodles', 'sour cream', 'beef', 'pepper', 'seed', 'tomato', 'tomato']"
//www.foodnetwork.com/recipes/robin-miller/beef-and-cheese-lasagna-recipe-2131352,Beef and Cheese Lasagna,"['olive oil', 'oil', 'olive', 'onion', 'garlic', 'beef', 'turkey', 'basil', 'oregano', 'pepper', 'tomato', 'sauce', 'tomato', 'cheese', 'cheese', 'egg', 'pepper', 'noodles']"
//www.foodnetwork.com/recipes/giada-de-laurentiis/beef-and-cheese-manicotti-recipe-1914958,Beef and Cheese Manicotti,"['olive oil', 'oil', 'olive', 'onion', 'beef', 'pepper', 'salt', 'milk', 'garlic', 'sauce', 'butter']"
//www.foodnetwork.com/recipes/rachael-ray/beef-and-chicken-fajita-burgers-have-one-of-each-recipe-1944105,Beef and Chicken Fajita Burgers: Have One of Each!,"['sauce', 'thyme', 'sauce', ':', 'olive oil', 'oil', 'olive', 'chicken', 'sauce', ':', 'olive oil', 'oil', 'olive', 'olive oil', 'oil', 'olive', 'pepper', 'seed', 'onion', 'seed', 'tomato', 'bacon']"
//www.foodnetwork.com/recipes/bobby-flay/beef-and-goat-cheese-empanada-with-piquillo-pepper-sauce-and-pickled-red-onion-recipe-1922696,Beef and Goat Cheese Empanada with Piquillo Pepper Sauce and Pickled Red Onion,"['flour', 'salt', 'sugar', 'butter', 'salt', 'egg', 'water', 'vinegar', 'flour', 'salt', 'sugar', 'butter', 'salt', 'egg', 'water', 'vinegar', 'oil', 'pepper', 'salt', 'garlic', 'red wine', 'chicken', 'cheese', 'onion', 'pickle', 'pepper', 'sauce', 'oil', 'pepper', 'salt', 'garlic', 'red wine', 'chicken', 'cheese', 'onion', 'pickle', 'pepper', 'sauce', 'red wine', 'vinegar', 'lime', 'water', 'sugar', 'salt', 'eel', 'onion', 'red wine', 'vinegar', 'lime', 'water', 'sugar', 'salt', 'eel', 'onion', 'olive oil', 'oil', 'olive', 'onion', 'garlic', 'pepper', 'pepper', 'salt', 'red wine', 'vinegar', 'sour cream', 'pepper', 'salt', 'oil', 'garlic', 'onion', 'vinegar', 'olive oil', 'oil', 'olive', 'onion', 'garlic', 'pepper', 'pepper', 'salt', 'red wine', 'vinegar', 'sour cream', 'pepper', 'salt', 'oil', 'garlic', 'onion', 'vinegar']"
//www.foodnetwork.com/recipes/robert-irvine/beef-and-ground-pork-sliders-recipe-1952563,Beef and Ground Pork Sliders,"['butter', 'onion', 'pepper', 'salt', 'beef', 'pork', 'pepper', 'mayonnaise', 'mustard', 'lemon', 'cheese']"
//www.foodnetwork.com/recipes/beef-and-guinness-short-ribs-recipe-1918959,Beef and Guinness Short Ribs,"['olive oil', 'oil', 'olive', 'beef', 'pepper', 'salt', 'onion', 'garlic', 'carrot', 'celery', 'beef', ':', 'beer', 'potato']"
//www.foodnetwork.com/recipes/beef-and-guinness-stew-recipe2-2011031,Beef and Guinness Stew,"['beef', 'oil', 'flour', 'pepper', 'salt', 'onion', 'garlic', 'water', 'tomato', 'carrot', 'thyme']"
//www.foodnetwork.com/recipes/beef-and-guinness-stew-recipe4-1940919,Beef and Guinness Stew,"['butter', 'beef', 'onion', 'celery', 'thyme', 'sauce']"
//www.foodnetwork.com/recipes/beef-and-guinness-stew-recipe-2047850,Beef and Guinness Stew,"['beef', 'oil', 'flour', 'pepper', 'salt', 'onion', 'garlic', 'water', 'tomato', 'carrot', 'thyme']"
//www.foodnetwork.com/recipes/ina-garten/beef-and-horseradish-sauce-sandwich-recipe-1945455,Beef and Horseradish Sauce Sandwich,"['beef', 'butter', 'salt', 'mustard', 'salt', 'pepper', 'bread', 'sauce', 'mustard', 'salt', 'pepper', 'butter', 'salt', 'mayonnaise', 'mustard', 'mustard', 'sour cream', 'salt']"
//www.foodnetwork.com/recipes/beef-and-lemon-grass-wrapped-in-betel-leaf-bo-la-lot-1960123,Beef and Lemon Grass Wrapped In Betel Leaf: Bo La Lot,"['beef', 'lemon', 'onion', 'garlic', 'salt', 'pepper', 'noodles', 'rice', 'sauce', 'ham', 'fish sauce', 'shallot', 'peanut', 'sauce', 'fish sauce', 'rice', 'vinegar', 'sugar', 'garlic', 'lime']"
//www.foodnetwork.com/recipes/beef-mushroom-lasagna-recipe-1970585,Beef and Mushroom Lasagna,"['mushroom', 'milk', 'beef', 'sauce', 'mushroom', 'noodles', 'cheese']"
//www.foodnetwork.com/recipes/beef-and-mushroom-ragout-recipe-1915037,Beef and Mushroom Ragout,"['vegetable oil', 'oil', 'beef', 'mushroom', 'mustard', 'salt', 'pepper']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-and-mushroom-stir-fry-recipe-2043083,Beef and Mushroom Stir-Fry,"['corn', 'vinegar', 'sauce', 'soy sauce', 'sugar', 'olive oil', 'oil', 'olive', 'garlic', 'onion', 'mushroom', 'pepper', 'salt', 'lemon', 'rice']"
//www.foodnetwork.com/recipes/beef-and-mushroom-stroganoff-over-creamy-polenta-3269964,Beef and Mushroom Stroganoff over Creamy Polenta,"['salt', 'olive oil', 'oil', 'olive', 'onion', 'shallot', 'thyme', 'garlic', 'pepper', 'salt', 'mushroom', 'beef', 'beef', 'spinach', 'sour cream', 'lemon']"
//www.foodnetwork.com/recipes/beef-and-noodle-soup-a-la-vietnamese-recipe-1963846,"Beef and Noodle Soup ""a la Vietnamese""","['garlic', 'eel', 'ginger', 'water', 'salt', 'lime', 'pepper']"
//www.foodnetwork.com/recipes/beef-and-noodles-recipe-2012887,Beef and Noodles,"['beef', 'carrot', 'celery', 'onion', 'beef', 'garlic', 'beef', 'beef', 'flour', 'salt', 'egg', 'egg', 'oil', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/robin-miller/beef-and-noodles-in-thai-peanut-sauce-recipe-1957553,Beef and Noodles in Thai Peanut Sauce,"['noodles', 'beef', 'sauce', 'soy sauce', 'butter', 'peanut', 'peanut butter', 'oil', 'sauce', 'oil', 'peanut', 'eel', 'ginger', 'garlic', 'pepper', 'seed', 'beef', 'peanut']"
//www.foodnetwork.com/recipes/beef-and-okra-stew-1-9823184,Beef and Okra Stew,"['oil', 'beef', 'pepper', 'salt', 'onion', 'garlic', 'beef', 'beef', 'sauce', 'tomato', 'tomato', 'ginger', 'sugar']"
//www.foodnetwork.com/recipes/beef-and-okra-stew-8245737,Beef and Okra Stew,"['oil', 'beef', 'pepper', 'salt', 'beef', 'onion', 'garlic', 'sauce', 'tomato', 'beef', 'tomato', 'ginger', 'sugar']"
//www.foodnetwork.com/recipes/claire-robinson/beef-and-onion-stuffed-potatoes-recipe-1949178,Beef and Onion Stuffed Potatoes,"['beef', 'potato', 'olive oil', 'oil', 'olive', 'beef', 'pepper', 'salt', 'water', 'pear', 'onion']"
//www.foodnetwork.com/recipes/beef-and-pork-buns-recipe2-1912761,Beef and Pork Buns,"['beef', 'pork', 'sauce']"
//www.foodnetwork.com/recipes/beef-and-pork-buns-recipe0-1946558,Beef and Pork Buns,"['beef', 'pork', 'sauce']"
//www.foodnetwork.com/recipes/beef-and-pork-buns-recipe-1912615,Beef and Pork Buns,"['beef', 'pork', 'sauce']"
//www.foodnetwork.com/recipes/rachael-ray/beef-and-pork-italian-chili-2232922,Beef and Pork Italian Chili,"['beef', 'pork', 'pepper', 'pepper', 'salt', 'corn', 'eel', 'carrot', 'celery', 'onion', 'garlic', 'tomato', 'beef', 'tomato', 'sauce', 'tomato', 'chicken', 'butter', 'cheese']"
//www.foodnetwork.com/recipes/rachael-ray/beef-and-pork-tamale-pie-recipe-2201020,Beef and Pork Tamale Pie,"['vegetable oil', 'oil', 'pork', 'onion', 'garlic', 'sauce', 'seed', 'cocoa', 'pepper', 'salt', 'tomato', ':', 'beer', 'beef', 'water', 'chicken', 'milk', 'butter', 'honey', 'cheese']"
//www.foodnetwork.com/recipes/valerie-bertinelli/beef-and-potato-hash-3230810,Beef and Potato Hash,"['butter', 'salt', 'eel', 'potato', 'pepper', 'salt', 'pepper', 'salt', 'beef', 'beef', 'pepper', 'seed', 'orange', 'onion', 'garlic', 'basil', 'oregano', 'tomato', 'basil', 'oregano', 'tomato', 'seed', 'pepper', 'salt', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/beef-and-red-wine-pie-with-cheesy-potato-top-7251020,Beef and Red Wine Pie with Cheesy Potato Top,"['beef', 'garlic', 'mustard', 'onion', 'salt', 'seed', 'celery', 'ginger', 'pepper', 'olive oil', 'oil', 'olive', 'garlic', 'onion', 'thyme', 'red wine', 'corn', 'water', 'flour', 'salt', 'butter', 'water', 'apple', 'vinegar', 'potato', 'butter', 'salt']"
//www.foodnetwork.com/recipes/beef-and-roasted-poblano-empanadas-9831502,Beef and Roasted Poblano Empanadas,"['flour', 'butter', 'salt', 'salt', 'water', 'oil', 'beef', 'onion', 'garlic', 'cheese', 'flour', 'vegetable oil', 'oil', 'tomato']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-and-sausage-kebabs-with-salsa-and-chimichurri-recipe-1973815,Beef and Sausage Kebabs With Salsa and Chimichurri,"['olive oil', 'oil', 'olive', 'red wine', 'vinegar', 'sugar', 'garlic', 'salt', 'beef', 'sausage', 'tomato', 'pepper', 'onion', 'olive oil', 'oil', 'olive', 'red wine', 'vinegar', 'pepper', 'salt', 'olive oil', 'oil', 'olive', 'garlic', 'lemon', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/cat-cora/beef-and-scallop-skewers-with-romesco-sauce-recipe-1914173,Beef and Scallop Skewers with Romesco Sauce,"['beef', 'scallop', 'pepper', 'onion', 'pepper', 'flour', 'pepper', 'eel', 'almond', 'olive oil', 'oil', 'olive', 'tomato', 'garlic', 'vinegar', 'salt', 'pepper', 'oil']"
//www.foodnetwork.com/recipes/beef-and-shiitake-stew-on-garlic-mashers-recipe-1926298,Beef and Shiitake Stew on Garlic Mashers,"['onion', 'carrot', 'celery', 'beans', 'ginger', 'garlic', 'mushroom', 'sauce', 'soy sauce', 'pepper', 'salt', 'oil', 'eel', 'potato', 'garlic', 'butter', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/beef-and-spinach-breakfast-sandwich-3415838,Beef and Spinach Breakfast Sandwich,"['beef', 'egg', 'spinach', 'tomato', 'pepper', 'salt', 'cheese', 'bread']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-and-vegetable-handpies-3363835,Beef and Vegetable Handpies,"['eel', 'carrot', 'beef', 'sauce', 'pepper', 'salt', 'dough', 'shallot', 'white wine', 'vinegar', 'olive oil', 'oil', 'olive', 'mustard', 'beef', 'potato', 'eel', 'ginger', 'garlic', 'pepper', 'salt', 'bread', 'tomato', 'pepper', 'pickle']"
//www.foodnetwork.com/recipes/beef-and-vegetable-kabob-recipe-1959861,Beef and Vegetable Kabob,"['beef', 'onion', 'mushroom', 'olive oil', 'oil', 'olive', 'spray']"
//www.foodnetwork.com/recipes/sandra-lee/beef-and-vegetable-stir-fry-recipe-1944136,Beef and Vegetable Stir Fry,"['vegetable oil', 'oil', 'onion', 'garlic', 'ginger', 'mushroom', 'water', 'pepper', 'sauce', 'oyster', 'pepper', 'rice']"
//www.foodnetwork.com/recipes/beef-and-vegetable-wontons-3415524,Beef and Vegetable Wontons,"['cabbage', 'carrot', 'garlic', 'salt', 'pepper', 'seed', 'grapes', 'oil']"
//www.foodnetwork.com/recipes/beef-au-bleu-1958973,Beef au Bleu,"['pepper', 'salt', 'olive oil', 'oil', 'olive', 'cheese', 'water', 'orange', 'butter', 'sugar', 'red wine', 'vinegar', 'red wine', 'pepper', 'salt', 'orange']"
//www.foodnetwork.com/recipes/beef-in-beer-2119151,Beef in Beer,"['butter', 'beef', 'olive oil', 'oil', 'olive', 'onion', 'garlic', 'flour', 'sugar', 'beef', 'beer', 'vinegar', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/beef-in-oyster-sauce-2125677,Beef in Oyster Sauce,"['beef', 'sauce', 'soy sauce', 'sauce', 'oyster', 'pepper', 'salt', 'sugar', 'oil', 'peanut', 'garlic', 'seed', 'spinach', 'rice', 'oil', 'peanut', 'oyster', 'mushroom', 'water', ':', 'rice', 'vinegar', 'sauce', 'soy sauce']"
//www.foodnetwork.com/recipes/beef-in-tomato-sauce-recipe-1945633,Beef in Tomato Sauce,"['olive oil', 'oil', 'olive', 'pepper', 'salt', ':', 'chicken', 'tomato', 'pepper', 'onion', 'garlic']"
//www.foodnetwork.com/recipes/beef-with-broccoli-1961740,Beef with Broccoli,"['oil', 'peanut', 'garlic', 'pepper', 'corn', 'beef', 'broccoli', 'rice', 'honey', 'water', 'corn']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-with-broccoli-teriyaki-and-ramen-noodles-recipe-2042957,Beef with Broccoli Teriyaki and Ramen Noodles,"['noodles', 'chicken', 'sauce', 'corn', 'sugar', 'oil', 'vegetable oil', 'oil', 'broccoli', 'ginger', 'garlic', 'seed']"
//www.foodnetwork.com/recipes/beef-with-chestnuts-pears-and-almonds-recipe-1952940,"Beef with Chestnuts, Pears and Almonds","['mustard', 'pepper', 'salt', 'olive oil', 'oil', 'olive', 'seed', 'eel', 'tomato', 'garlic', 'bread', 'almond', 'white wine', 'eel', 'pear', 'red wine']"
//www.foodnetwork.com/recipes/robert-irvine/beef-with-pizzaiola-sauce-recipe-2012223,Beef with Pizzaiola Sauce,"['beef', 'spice', 'pepper', 'spice', 'garlic', 'olive oil', 'oil', 'olive', 'onion', 'garlic', 'pepper', 'seed', 'pepper', 'seed', 'basil', 'oregano', 'tomato', 'olive oil', 'oil', 'olive', 'pepper']"
//www.foodnetwork.com/recipes/nigella-lawson/beef-with-sauce-bearnaise-recipe-2203638,Beef with Sauce Bearnaise,"['olive oil', 'oil', 'olive', 'salt', 'shallot', 'vinegar', 'white wine', 'pepper', 'corn', 'egg', 'water', 'butter', 'salt', 'salt', 'pepper', 'lemon']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-with-scallions-tomato-and-ginger-recipe-1915509,"Beef with Scallions, Tomato, and Ginger","['sauce', 'soy sauce', 'oil', 'corn', 'sugar', 'vegetable oil', 'oil', 'eel', 'ginger', 'tomato', 'water', 'sauce', 'rice']"
//www.foodnetwork.com/recipes/ree-drummond/beef-with-snow-peas-recipe-3381538,Beef with Snow Peas,"['sauce', 'soy sauce', 'corn', 'sugar', 'eel', 'ginger', 'olive oil', 'oil', 'peanut', 'olive', 'pepper', 'salt', 'rice']"
//www.foodnetwork.com/recipes/jamie-oliver/beef-with-soy-sauce-and-ginger-recipe-1956470,Beef with Soy Sauce and Ginger,"['pepper', 'salt', 'spinach', 'sauce', 'soy sauce', 'eel', 'ginger', 'seed', 'garlic', 'lime', 'olive oil', 'oil', 'olive']"
//www.foodnetwork.com/recipes/rachael-ray/beef-bacon-and-onion-sauce-with-bucatini-2388408,"Beef, Bacon and Onion Sauce with Bucatini","['bacon', 'pepper', 'garlic', 'onion', 'beef', 'tomato', 'salt', 'butter', 'egg', 'oil', 'beef', 'pepper', 'salt', 'pepper', 'salt', 'tomato', 'beef']"
//www.foodnetwork.com/recipes/katie-lee/beef-bean-and-veggie-burgers-5535312,"Beef, Bean and Veggie Burgers","['olive oil', 'oil', 'olive', 'onion', 'carrot', 'broccoli', 'seed', 'garlic', 'beans', 'sauce', 'salt', 'pepper', 'egg', 'ham', 'avocado', 'tomato']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-chorizo-topping-5536249,Beef-Chorizo Nacho Topping,"['olive oil', 'oil', 'olive', 'beef', 'pepper', 'salt', 'onion', 'garlic', 'tomato', 'sauce', 'tomato']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-mushroom-burgers-3363786,Beef-Mushroom Burgers,"['mushroom', 'beef', 'garlic', 'sauce', 'soy sauce', 'pepper', 'salt', 'vegetable oil', 'oil', 'cheese', 'lettuce', 'onion', 'pickle']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-and-bacon-meatballs-3363403,Beef-and-Bacon Meatballs,"['red wine', 'shallot', 'thyme', 'pepper', 'corn', 'bacon', 'chicken', 'butter', 'salt', 'flour', 'salt', ':', 'bacon', 'onion', 'beef', 'bread', 'egg', 'garlic', 'mustard', 'sauce', 'pepper', 'salt', 'vegetable oil', 'oil']"
//www.foodnetwork.com/recipes/food-network-kitchen/beef-and-lamb-shepherds-pie-3364518,Beef-and-Lamb Shepherd's Pie,"['eel', 'potato', 'salt', 'olive oil', 'oil', 'olive', 'beef', 'lamb', 'pepper', 'carrot', 'garlic', 'sauce', 'thyme', 'tomato', 'beef', 'butter', 'salt', 'cheese']"
//www.foodnetwork.com/recipes/beef-and-pork-chili-3364620,Beef-and-Pork Chili,"['pepper', 'olive oil', 'oil', 'olive', 'pepper', 'onion', 'garlic', 'oregano', 'pepper', 'salt', 'tomato', 'eel', 'tomato', 'beef', 'flour', 'corn', 'sugar', 'apple', 'vinegar', 'beef', 'pork', 'beans', 'sour cream', 'avocado', 'onion']"
//www.foodnetwork.com/recipes/beefsteak-florentine-in-olive-oil-garlic-marinade-mushroom-vinaigrette-recipe-1938301,Beefsteak Florentine in Olive Oil and Garlic Marinade with Nancy's Mushroom Vinaigrette,"['olive oil', 'oil', 'olive', 'salt', 'pepper', 'garlic', 'lemon', 'mushroom', 'mushroom', 'water', 'oil', 'chicken', 'olive oil', 'oil', 'olive', 'mushroom', 'shallot', 'garlic', 'red wine', 'vinegar', 'vinegar', 'pepper', 'salt']"
//www.foodnetwork.com/recipes/sunny-anderson/beefy-butternut-squash-chili-recipe-1926203,Beefy Butternut Squash Chili,"['oregano', 'spice', 'pumpkin', 'pepper', 'salt', 'olive oil', 'oil', 'olive', 'beef', 'onion', 'pepper', 'seed', 'tomato', ':', 'sauce', 'garlic', 'beef', ':', 'red wine', 'corn', 'butter', 'seed', 'eel']"
//www.foodnetwork.com/recipes/sunny-anderson/beefy-butternut-squash-chili-3139033,Beefy Butternut Squash Chili,"['spice', 'pumpkin', 'oregano', 'salt', 'pepper', 'olive oil', 'oil', 'olive', 'beef', 'onion', 'pepper', 'seed', 'garlic', 'tomato', 'sauce', 'beef', 'corn', 'beef', 'red wine', 'butter', 'seed', 'eel', 'salt']"
//www.foodnetwork.com/recipes/food-network-kitchen/beefy-cheesy-spaghetti-pie-recipe-2125633,Beefy Cheesy Spaghetti Pie,"['olive oil', 'oil', 'olive', 'onion', 'garlic', 'beef', 'tomato', 'pepper', 'salt', 'pepper', 'salt', 'egg', 'cheese', 'basil']"
//www.foodnetwork.com/recipes/food-network-kitchen/beefy-mac-and-cheese-recipe-2108920,Beefy Mac and Cheese,"['salt', 'pasta', 'butter', 'salt', 'onion', 'tomato', 'beef', 'flour', 'milk', 'cheese', 'bread']"
//www.foodnetwork.com/recipes/trisha-yearwood/beefy-poboy-bites-3511780,Beefy Po'Boy Bites,"['vegetable oil', 'oil', 'beef', 'garlic', 'pepper', 'salt', 'sauce', 'beef', 'mayonnaise', 'pickle', 'tomato', 'lettuce']"
//www.foodnetwork.com/recipes/beefy-spuds-recipe-1907196,Beefy Spuds,"['potato', 'beef']"
//www.foodnetwork.com/recipes/sandra-lee/beefy-stew-recipe-1942017,Beefy Stew,"['beef', 'pepper', 'salt', 'flour', 'vegetable oil', 'oil', 'beef']"
